2/19 23:20 , 2/19 23:25 , 55.0 , 55.0 , 55.0 , 356.713333333 , 19.792586 , True

2/19 23:25 , 2/19 23:30 , 94.0 , 99.0 , 89.0 , 130.773333333 , 13.2650436667 , True

2/19 23:30 , 2/19 23:35 , 74.0 , 77.0 , 72.0 , 432.723333333 , 27.961348 , True

2/19 23:35 , 2/19 23:40 , 64.0 , 66.0 , 63.0 , 691.52 , 42.9172176667 , True

2/19 23:40 , 2/19 23:45 , 124.5 , 142.0 , 78.0 , 480.576666667 , 31.6239046667 , True

2/19 23:45 , 2/19 23:50 , 70.0 , 70.0 , 70.0 , 401.89 , 25.8995796667 , True

2/19 23:50 , 2/19 23:55 , 87.8633 , 114.0 , 52.0 , 507.316840883 , 36.7269460256 , True

2/19 23:55 , 2/20 0:0 , 87.8633 , 84.0 , 54.0 , 253.099825784 , 23.1811397909 , True

2/20 0:0 , 2/20 0:5 , 71.8633 , 69.0 , 55.0 , 1.05 , 4.27304105675 , False

2/20 0:5 , 2/20 0:10 , 63.8633 , 62.0 , 55.0 , 0.566666666667 , 4.56713462676 , False

2/20 0:10 , 2/20 0:15 , 59.8633 , 58.0 , 55.0 , 0.433333333333 , 4.59393593333 , False

2/20 0:15 , 2/20 0:20 , 73.0 , 73.0 , 73.0 , 0 , 4.23562575923 , False

2/20 0:20 , 2/20 0:25 , 64.0 , 64.0 , 64.0 , 0 , 1.3307895541 , False

2/20 0:25 , 2/20 0:30 , 59.0 , 59.0 , 59.0 , 0 , 3.25956490578 , False

2/20 0:30 , 2/20 0:35 , 57.0 , 57.0 , 57.0 , 0 , 6.07852386815 , False

2/20 0:35 , 2/20 0:40 , 71.0 , 71.0 , 71.0 , 30.0549019608 , 2.35408314607 , False

2/20 0:40 , 2/20 0:45 , 63.0 , 63.0 , 63.0 , 17.9450980392 , 3.47181776667 , False

2/20 0:45 , 2/20 0:50 , 64.0 , 64.0 , 61.0 , 0 , 6.08333 , False

2/20 0:50 , 2/20 0:55 , 59.0 , 59.0 , 58.0 , 1.0 , 6.0835429535 , False

2/20 0:55 , 2/20 1:0 , 57.0 , 57.0 , 56.0 , 0 , 3.95613467666 , False

2/20 1:0 , 2/20 1:5 , 64.0 , 76.0 , 64.0 , 0 , 5.61869266984 , False

2/20 1:5 , 2/20 1:10 , 59.0 , 65.0 , 59.0 , 2.0 , 5.6222197 , False

2/20 1:10 , 2/20 1:15 , 57.0 , 60.0 , 57.0 , 0 , 6.08333 , False

2/20 1:15 , 2/20 1:20 , 56.0 , 57.0 , 56.0 , 0 , 6.08333 , False

2/20 1:20 , 2/20 1:25 , 55.0 , 56.0 , 55.0 , 0 , 6.08333 , False

2/20 1:25 , 2/20 1:30 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 1:30 , 2/20 1:35 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 1:35 , 2/20 1:40 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 1:40 , 2/20 1:45 , 55.0 , 55.0 , 55.0 , 10.2666666667 , 5.4185374 , False

2/20 1:45 , 2/20 1:50 , 55.0 , 55.0 , 55.0 , 0.733333333333 , 5.4273426 , False

2/20 1:50 , 2/20 1:55 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 1:55 , 2/20 2:0 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 2:0 , 2/20 2:5 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 2:5 , 2/20 2:10 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 2:10 , 2/20 2:15 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 2:15 , 2/20 2:20 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 2:20 , 2/20 2:25 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 2:25 , 2/20 2:30 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 2:30 , 2/20 2:35 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 2:35 , 2/20 2:40 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 2:40 , 2/20 2:45 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 2:45 , 2/20 2:50 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 2:50 , 2/20 2:55 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 2:55 , 2/20 3:0 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 3:0 , 2/20 3:5 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 3:5 , 2/20 3:10 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 3:10 , 2/20 3:15 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 3:15 , 2/20 3:20 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 3:20 , 2/20 3:25 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 3:25 , 2/20 3:30 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 3:30 , 2/20 3:35 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 3:35 , 2/20 3:40 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 3:40 , 2/20 3:45 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 3:45 , 2/20 3:50 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 3:50 , 2/20 3:55 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 3:55 , 2/20 4:0 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 4:0 , 2/20 4:5 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 4:5 , 2/20 4:10 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 4:10 , 2/20 4:15 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 4:15 , 2/20 4:20 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 4:20 , 2/20 4:25 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 4:25 , 2/20 4:30 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 4:30 , 2/20 4:35 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 4:35 , 2/20 4:40 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 4:40 , 2/20 4:45 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 4:45 , 2/20 4:50 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 4:50 , 2/20 4:55 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 4:55 , 2/20 5:0 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 5:0 , 2/20 5:5 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 5:5 , 2/20 5:10 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 5:10 , 2/20 5:15 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 5:15 , 2/20 5:20 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 5:20 , 2/20 5:25 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 5:25 , 2/20 5:30 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 5:30 , 2/20 5:35 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 5:35 , 2/20 5:40 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 5:40 , 2/20 5:45 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 5:45 , 2/20 5:50 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 5:50 , 2/20 5:55 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 5:55 , 2/20 6:0 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 6:0 , 2/20 6:5 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 6:5 , 2/20 6:10 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 6:10 , 2/20 6:15 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 6:15 , 2/20 6:20 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 6:20 , 2/20 6:25 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 6:25 , 2/20 6:30 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 6:30 , 2/20 6:35 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 6:35 , 2/20 6:40 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 6:40 , 2/20 6:45 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 6:45 , 2/20 6:50 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 6:50 , 2/20 6:55 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 6:55 , 2/20 7:0 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 7:0 , 2/20 7:5 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 7:5 , 2/20 7:10 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 7:10 , 2/20 7:15 , 55.0 , 55.0 , 55.0 , 43.0 , 6.08333 , False

2/20 7:15 , 2/20 7:20 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 7:20 , 2/20 7:25 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 7:25 , 2/20 7:30 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 7:30 , 2/20 7:35 , 55.0 , 55.0 , 55.0 , 9.0 , 6.08333 , False

2/20 7:35 , 2/20 7:40 , 55.0 , 55.0 , 55.0 , 53.0042016807 , 6.83130346667 , False

2/20 7:40 , 2/20 7:45 , 55.0 , 55.0 , 55.0 , 370.472464986 , 22.0710727667 , True

2/20 7:45 , 2/20 7:50 , 55.0 , 55.0 , 55.0 , 586.456666667 , 39.8111683333 , True

2/20 7:50 , 2/20 7:55 , 55.0 , 55.0 , 55.0 , 468.841314554 , 29.7436603333 , True

2/20 7:55 , 2/20 8:0 , 55.0 , 55.0 , 55.0 , 74.2253521127 , 11.2416951 , False

2/20 8:0 , 2/20 8:5 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 8:5 , 2/20 8:10 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 8:10 , 2/20 8:15 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 8:15 , 2/20 8:20 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 8:20 , 2/20 8:25 , 68.0 , 68.0 , 68.0 , 0 , 6.08333 , False

2/20 8:25 , 2/20 8:30 , 61.0 , 61.0 , 61.0 , 0 , 6.08333 , False

2/20 8:30 , 2/20 8:35 , 57.0 , 57.0 , 57.0 , 0 , 8.78496727589 , False

2/20 8:35 , 2/20 8:40 , 74.0 , 74.0 , 74.0 , 54.0 , 5.84270916892 , False

2/20 8:40 , 2/20 8:45 , 64.0 , 64.0 , 64.0 , 0 , 6.0837535552 , False

2/20 8:45 , 2/20 8:50 , 64.0 , 64.0 , 64.0 , 0 , 6.08333 , False

2/20 8:50 , 2/20 8:55 , 59.0 , 59.0 , 59.0 , 1.7 , 6.08333 , False

2/20 8:55 , 2/20 9:0 , 57.0 , 57.0 , 57.0 , 0.3 , 6.08333 , False

2/20 9:0 , 2/20 9:5 , 61.0 , 61.0 , 61.0 , 0 , 6.08333 , False

2/20 9:5 , 2/20 9:10 , 58.0 , 58.0 , 58.0 , 22.0 , 6.08333 , False

2/20 9:10 , 2/20 9:15 , 56.0 , 56.0 , 56.0 , 0 , 6.08333 , False

2/20 9:15 , 2/20 9:20 , 47.0 , 47.0 , 47.0 , 0 , 6.08333 , False

2/20 9:20 , 2/20 9:25 , 51.0 , 51.0 , 51.0 , 0 , 6.08333 , False

2/20 9:25 , 2/20 9:30 , 53.0 , 53.0 , 53.0 , 1.0 , 6.08333 , False

2/20 9:30 , 2/20 9:35 , 95.0 , 95.0 , 95.0 , 0 , 6.08333 , True

2/20 9:35 , 2/20 9:40 , 75.0 , 75.0 , 75.0 , 0 , 6.08333 , False

2/20 9:40 , 2/20 9:45 , 65.0 , 65.0 , 65.0 , 0 , 6.08333 , False

2/20 9:45 , 2/20 9:50 , 56.0 , 56.0 , 56.0 , 0 , 6.08333 , False

2/20 9:50 , 2/20 9:55 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 9:55 , 2/20 10:0 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 10:0 , 2/20 10:5 , 51.0 , 51.0 , 51.0 , 0 , 6.08333 , False

2/20 10:5 , 2/20 10:10 , 53.0 , 53.0 , 53.0 , 24.1576086957 , 9.6505389 , False

2/20 10:10 , 2/20 10:15 , 54.0 , 54.0 , 54.0 , 238.742391304 , 12.1574083333 , True

2/20 10:15 , 2/20 10:20 , 64.0 , 64.0 , 64.0 , 229.6546875 , 6.08333 , True

2/20 10:20 , 2/20 10:25 , 59.0 , 59.0 , 59.0 , 113.19394638 , 4.61688276667 , False

2/20 10:25 , 2/20 10:30 , 57.0 , 57.0 , 57.0 , 17.1370804059 , 6.08333 , False

2/20 10:30 , 2/20 10:35 , 56.0 , 56.0 , 56.0 , 50.1142857143 , 5.13171793333 , False

2/20 10:35 , 2/20 10:40 , 55.0 , 55.0 , 55.0 , 0.825396825397 , 5.14432206667 , False

2/20 10:40 , 2/20 10:45 , 55.0 , 55.0 , 55.0 , 3.1746031746 , 6.08333 , False

2/20 10:45 , 2/20 10:50 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 10:50 , 2/20 10:55 , 55.0 , 55.0 , 55.0 , 10.0 , 6.08333 , False

2/20 10:55 , 2/20 11:0 , 55.0 , 55.0 , 55.0 , 79.5 , 6.08333 , False

2/20 11:0 , 2/20 11:5 , 93.0 , 93.0 , 93.0 , 347.81 , 13.7871335667 , True

2/20 11:5 , 2/20 11:10 , 74.0 , 74.0 , 74.0 , 554.576666667 , 22.2585593333 , True

2/20 11:10 , 2/20 11:15 , 64.0 , 64.0 , 64.0 , 453.113333333 , 18.2758916667 , True

2/20 11:15 , 2/20 11:20 , 59.0 , 59.0 , 59.0 , 0 , 9.76654543333 , False

2/20 11:20 , 2/20 11:25 , 57.0 , 57.0 , 57.0 , 0 , 3.88554523333 , False

2/20 11:25 , 2/20 11:30 , 56.0 , 56.0 , 56.0 , 0 , 6.08333 , False

2/20 11:30 , 2/20 11:35 , 55.0 , 55.0 , 55.0 , 0 , 3.64780776667 , False

2/20 11:35 , 2/20 11:40 , 55.0 , 55.0 , 55.0 , 0 , 6.09177527681 , False

2/20 11:40 , 2/20 11:45 , 55.0 , 55.0 , 55.0 , 0 , 2.54171195652 , False

2/20 11:45 , 2/20 11:50 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 11:50 , 2/20 11:55 , 55.0 , 55.0 , 55.0 , 11.0 , 5.70256484962 , False

2/20 11:55 , 2/20 12:0 , 55.0 , 55.0 , 55.0 , 48.0 , 5.54154755914 , False

2/20 12:0 , 2/20 12:5 , 55.0 , 55.0 , 55.0 , 8.0 , 5.92271759124 , False

2/20 12:5 , 2/20 12:10 , 55.0 , 55.0 , 55.0 , 0 , 2.63281218638 , False

2/20 12:10 , 2/20 12:15 , 55.0 , 55.0 , 55.0 , 0 , 6.07955058029 , False

2/20 12:15 , 2/20 12:20 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 12:20 , 2/20 12:25 , 55.0 , 55.0 , 55.0 , 7.0 , 6.08333 , False

2/20 12:25 , 2/20 12:30 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 12:30 , 2/20 12:35 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 12:35 , 2/20 12:40 , 54.0 , 54.0 , 54.0 , 0 , 6.08333 , False

2/20 12:40 , 2/20 12:45 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 12:45 , 2/20 12:50 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 12:50 , 2/20 12:55 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 12:55 , 2/20 13:0 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 13:0 , 2/20 13:5 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 13:5 , 2/20 13:10 , 66.0 , 66.0 , 66.0 , 0 , 6.08333 , False

2/20 13:10 , 2/20 13:15 , 60.0 , 60.0 , 60.0 , 0 , 6.08333 , False

2/20 13:15 , 2/20 13:20 , 57.0 , 57.0 , 57.0 , 0 , 6.08333 , False

2/20 13:20 , 2/20 13:25 , 56.0 , 56.0 , 56.0 , 0 , 6.08333 , False

2/20 13:25 , 2/20 13:30 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 13:30 , 2/20 13:35 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 13:35 , 2/20 13:40 , 91.0 , 91.0 , 91.0 , 0 , 6.08333 , True

2/20 13:40 , 2/20 13:45 , 73.0 , 73.0 , 73.0 , 202.457337884 , 9.74939356667 , True

2/20 13:45 , 2/20 13:50 , 64.0 , 64.0 , 64.0 , 465.622662116 , 18.2742993333 , True

2/20 13:50 , 2/20 13:55 , 59.0 , 59.0 , 59.0 , 607.570205761 , 26.218844 , True

2/20 13:55 , 2/20 14:0 , 57.0 , 57.0 , 57.0 , 197.742651382 , 17.4503888667 , True

2/20 14:0 , 2/20 14:5 , 56.0 , 56.0 , 56.0 , 19.6071428571 , 5.93146423333 , False

2/20 14:5 , 2/20 14:10 , 55.0 , 55.0 , 55.0 , 3.0 , 6.08333 , False

2/20 14:10 , 2/20 14:15 , 85.0 , 85.0 , 85.0 , 0 , 6.08333 , False

2/20 14:15 , 2/20 14:20 , 70.0 , 70.0 , 70.0 , 0 , 6.08333 , False

2/20 14:20 , 2/20 14:25 , 62.0 , 62.0 , 62.0 , 0 , 6.08333 , False

2/20 14:25 , 2/20 14:30 , 58.0 , 58.0 , 58.0 , 0 , 6.08333 , False

2/20 14:30 , 2/20 14:35 , 56.0 , 56.0 , 56.0 , 0 , 6.08333 , False

2/20 14:35 , 2/20 14:40 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 14:40 , 2/20 14:45 , 53.0 , 134.0 , 53.0 , 0 , 6.08333 , True

2/20 14:45 , 2/20 14:50 , 54.0 , 94.0 , 54.0 , 0 , 6.08333 , True

2/20 14:50 , 2/20 14:55 , 55.0 , 74.0 , 55.0 , 0 , 6.08333 , False

2/20 14:55 , 2/20 15:0 , 66.0 , 66.0 , 66.0 , 0 , 6.08333 , False

2/20 15:0 , 2/20 15:5 , 60.0 , 60.0 , 60.0 , 0 , 6.08333 , False

2/20 15:5 , 2/20 15:10 , 79.0 , 79.0 , 79.0 , 0 , 6.08333 , False

2/20 15:10 , 2/20 15:15 , 67.0 , 67.0 , 67.0 , 0 , 6.08333 , False

2/20 15:15 , 2/20 15:20 , 61.0 , 61.0 , 61.0 , 0 , 6.08333 , False

2/20 15:20 , 2/20 15:25 , 75.0 , 75.0 , 75.0 , 169.588447653 , 12.2852372333 , True

2/20 15:25 , 2/20 15:30 , 65.0 , 65.0 , 65.0 , 458.138219013 , 20.7765556667 , True

2/20 15:30 , 2/20 15:35 , 160.0 , 160.0 , 160.0 , 515.986666667 , 23.1167 , True

2/20 15:35 , 2/20 15:40 , 107.0 , 107.0 , 107.0 , 388.713390805 , 16.4771645667 , True

2/20 15:40 , 2/20 15:45 , 81.0 , 81.0 , 81.0 , 108.824704433 , 6.09797976667 , False

2/20 15:45 , 2/20 15:50 , 68.0 , 68.0 , 68.0 , 15.7485714286 , 6.08333 , False

2/20 15:50 , 2/20 15:55 , 61.0 , 61.0 , 61.0 , 40.3486590038 , 4.14704443333 , False

2/20 15:55 , 2/20 16:0 , 58.0 , 58.0 , 58.0 , 21.9846743295 , 5.9937511 , False

2/20 16:0 , 2/20 16:5 , 56.0 , 56.0 , 56.0 , 68.6666666667 , 5.07883086667 , False

2/20 16:5 , 2/20 16:10 , 55.0 , 55.0 , 55.0 , 4.0 , 3.353468 , False

2/20 16:10 , 2/20 16:15 , 55.0 , 55.0 , 55.0 , 56.0 , 4.90125836667 , False

2/20 16:15 , 2/20 16:20 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 16:20 , 2/20 16:25 , 55.0 , 55.0 , 55.0 , 0 , 7.55967713333 , False

2/20 16:25 , 2/20 16:30 , 55.0 , 55.0 , 55.0 , 36.0 , 7.54012286667 , False

2/20 16:30 , 2/20 16:35 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 16:35 , 2/20 16:40 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 16:40 , 2/20 16:45 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 16:45 , 2/20 16:50 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 16:50 , 2/20 16:55 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 16:55 , 2/20 17:0 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 17:0 , 2/20 17:5 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 17:5 , 2/20 17:10 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 17:10 , 2/20 17:15 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 17:15 , 2/20 17:20 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 17:20 , 2/20 17:25 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 17:25 , 2/20 17:30 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 17:30 , 2/20 17:35 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 17:35 , 2/20 17:40 , 55.0 , 55.0 , 55.0 , 0.116666666667 , 6.08333 , False

2/20 17:40 , 2/20 17:45 , 55.0 , 55.0 , 55.0 , 0.883333333333 , 6.08333 , False

2/20 17:45 , 2/20 17:50 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 17:50 , 2/20 17:55 , 55.0 , 55.0 , 55.0 , 2.13125 , 6.08333 , False

2/20 17:55 , 2/20 18:0 , 55.0 , 55.0 , 55.0 , 109.86875 , 5.42409723333 , False

2/20 18:0 , 2/20 18:5 , 55.0 , 55.0 , 55.0 , 81.3973799127 , 1.53737278107 , False

2/20 18:5 , 2/20 18:10 , 55.0 , 55.0 , 55.0 , 201.602620087 , 15.4757098523 , True

2/20 18:10 , 2/20 18:15 , 55.0 , 55.0 , 55.0 , 0 , 7.03095013333 , False

2/20 18:15 , 2/20 18:20 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 18:20 , 2/20 18:25 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

2/20 18:25 , 2/20 18:30 , 55.0 , 55.0 , 55.0 , 0 , 6.08333 , False

